0.125698381059528+0i	0.0737273370996967+0.0546144226413782i	0.0770950493991794+0.0550455569691999i	0.0846201912975931+0.0557180692096069i	0.0826158437121127+0.0556530492132263i	0.070310457201504+0.0550576862898639i	0.0627673994013891+0.053890238819343i	0.0571677073950793+0.0542877570774458i
0.140332753649125+0i	0.0875902882173323+0.0698543462899947i	0.0918601200369268+0.0704991274335312i	0.101418919570812+0.071538972889656i	0.0988715319784061+0.0714213758244581i	0.0832529203347963+0.0704290454342327i	0.073703832875211+0.0687031133364214i	0.0665947106074468+0.0691856693760779i
0.142252664676074+0i	0.0894424645997752+0.0720284336197632i	0.0938399024886961+0.0727063849790179i	0.103686892865468+0.0738042268484112i	0.101062504356101+0.0736778957191302i	0.0849747290130905+0.0726211012099266i	0.0751423572588616+0.0708090369799232i	0.0678194527120309+0.0713017129978997i
0.144290277237081+0i	0.0914147520567734+0.0743815713668387i	0.0959500106209054+0.0750961573704723i	0.106108403579417+0.076258310034458i	0.103400799379206+0.076122180953397i	0.0868061683069634+0.0749934392315704i	0.0766679658339432+0.073086401090847i	0.0691140931700006+0.0735894391997522i
0.146445511372579+0i	0.0935074926362649+0.076922360159299i	0.0981912228625995+0.077677348225708i	0.108685248261582+0.0789107218080843i	0.105887938480767+0.078763612325927i	0.0887471239870649+0.0775546604065068i	0.0782796061880022+0.0755430596675917i	0.0704768319784944+0.0760565876170212i
0.148718282506893+0i	0.0957208098986708+0.0796600408577736i	0.100564127835008+0.080459534091252i	0.111419102436763+0.0817717020391253i	0.108525303264725+0.0816122964676666i	0.0907972326704332+0.0803139982878645i	0.0799759171790779+0.0781874208347127i	0.0719055103733797+0.0787114301371188i
0.151108501451655+0i	0.0980545604470064+0.0826045172132496i	0.103069076204034+0.0834529901411837i	0.11431147363973+0.0848522635725548i	0.11131408816951+0.0846790966711131i	0.0929558328675169+0.0832813399839804i	0.0817551797201624+0.0810284607569233i	0.0733975608661927+0.0815627814861064i
0.153616074409374+0i	0.100508280176859+0.0857663789040799i	0.105706127192663+0.0866687165616666i	0.117363648925362+0.0881642260892437i	0.114255247655815+0.0879756649392061i	0.0952219108002234+0.0864672472217955i	0.0836152625389037+0.0840757370322039i	0.0749499523724423+0.0846200088999234i
0.156240902977161+0i	0.103081124809826+0.0891569248014179i	0.108474989272659+0.0901184654923513i	0.120576636393606+0.0917202512955083i	0.117349437444698+0.0915144751642867i	0.0975940405924561+0.0898829773884266i	0.0855535625797852+0.0873394013337873i	0.0765591301292733+0.0878930406145002i
0.158982884150624+0i	0.105771804114363+0.0927881860412748i	0.111374954417376+0.0938147681282919i	0.123951100014772+0.0955338791065914i	0.12059694911944+0.0953088570882306i	0.100070318261075+0.0935405041069639i	0.0875669395435171+0.0908302108084129i	0.0782209499511762+0.0913923726460697i
0.161841910327936+0i	0.108578509206982+0.0966729484608305i	0.114404825272485+0.09777096156559i	0.127487287037468+0.099619564473013i	0.123997637392407+0.0993730306745761i	0.102648288936028+0.097452536880538i	0.089651644073515+0.0945595377118278i	0.0799306063914769+0.0951290733056856i
0.164817869314073+0i	0.111498832274978+0.100824773846207i	0.117562834544851+0.10200121486423i	0.131184947185801+0.10399271439092i	0.127550839267939+0.103722140415495i	0.105324866691322+0.101632539227892i	0.0918032390660508+0.0985393766519875i	0.081682554355013+0.0991147847814672i
0.16791064432523+0i	0.114529678018592+0.105258019320386i	0.120846555859527+0.106520553683153i	0.135043242785701+0.108669724520305i	0.131255284269998+0.108372288978829i	0.108096246333087+0.106094744615589i	0.0940165135596046+0.102782348692626i	0.0834704236980364+0.103361721005259i
0.171120113993417+0i	0.117667166072081+0.109987854060946i	0.124252805288616+0.111344882703076i	0.139060648895178+0.113668014695246i	0.135108994843211+0.113340569460665i	0.110957806459624+0.110854169353725i	0.0962853886459589+0.107301701434004i	0.0852869263516626+0.107882660886681i
0.174446152371225+0i	0.120906523633195+0.115030272376128i	0.127777532716751+0.116491004890115i	0.143234842452928+0.119006062445865i	0.13910917598131+0.118645095344941i	0.113904003088646+0.115926621462828i	0.0986028148440568+0.112111304032239i	0.0871237555186244+0.112690935845904i
0.177888628936776+0i	0.124241967511931+0.120402101981082i	0.131415702179405+0.121976636464205i	0.147562579406965+0.124703433458377i	0.143252093090697+0.124305027079281i	0.116928253137484+0.121328704336049i	0.100960660391049+0.117225635941376i	0.0889714765232253+0.117800410404914i
0.181447408598852+0i	0.127666574807279+0.126121006101822i	0.135161160296834+0.12782041621833i	0.152039558744366+0.13078080767426i	0.147532937063586+0.130340593952781i	0.120022807051609+0.127077813810639i	0.103349589938342+0.122659767961796i	0.0908194089463912+0.123225454404735i
0.185122351702195+0i	0.131172141440596+0.132205477789533i	0.139006491934021+0.134041907584349i	0.156660272320598+0.137259999468282i	0.151945675520654+0.136773109703023i	0.123178609910104+0.133192127024222i	0.105758933199495+0.128429333953244i	0.0926554997572105+0.128980905202066i
0.188913314032995+0i	0.134749027822924+0.138674824550252i	0.142942862252126+0.140661591556156i	0.161417839388548+0.144163970044153i	0.156482889193835+0.143624979982766i	0.126385150397842+0.139690581161935i	0.108176543188189+0.134550491319363i	0.0944661872660134+0.135082017962564i
0.192820146824547+0i	0.138385991019819+0.145549141083173i	0.146959844388448+0.147700848259222i	0.16630382476256+0.151516829843159i	0.161135592464896+0.150919699478997i	0.129630297136923+0.146592839900432i	0.110588643816871+0.141039868093549i	0.0962362558803306+0.141544401910673i
0.196842696763095+0i	0.142070002911511+0.152849267573053i	0.151045232120505+0.155181924594746i	0.171308039631992+0.159343828371249i	0.165893037165322+0.158681836094803i	0.132900122018669+0.153919245020992i	0.112979666809486+0.14791449415319i	0.0979486818531747+0.148383940118651i
0.200980805993846+0i	0.145786054040267+0.160596730600009i	0.155184837047405+0.163127884987765i	0.176418324174835+0.16767132841343i	0.170742498890384+0.166936999177831i	0.136178710389331+0.161690750300184i	0.115332078126711+0.155191713764136i	0.0995844704841429+0.155616690124239i
0.205234312127171+0i	0.14951694310566+0.168813663314947i	0.15936227007363+0.171562541832349i	0.181620311330696+0.176526761119857i	0.17566904530084+0.175711788307417i	0.139447958227902+0.169928834395658i	0.117626194421885+0.162889076313574i	0.101122485579834+0.163258762362826i
0.20960304824497+0i	0.153243052428012+0.177522701085144i	0.163558707323281+0.180510361756977i	0.186897171391748+0.185938557917244i	0.180655286196984+0.185033718637812i	0.142687356830912+0.178655389027914i	0.119839990455886+0.171024201734369i	0.102539272415366+0.17132617309407i
0.214086842907234+0i	0.156942110169972+0.186746848352252i	0.167752641066607+0.189996343338605i	0.192229337481828+0.195936054629418i	0.185681105573095+0.194931118245142i	0.145873766003654+0.187892578334349i	0.121948898914797+0.179614616769006i	0.103808875977143+0.179834668207851i
0.218685520158763+0i	0.160588940707788+0.196509311974524i	0.171919616828477+0.20004586138423i	0.197594212543063+0.206549362589217i	0.190723376420296+0.205432992348663i	0.148981177374346+0.197662664840498i	0.12392560471477+0.188677557881114i	0.104902656926047+0.188799514026209i
0.223398899536078+0i	0.16415520529739+0.20683329586745i	0.176031958591371+0.210684472394214i	0.202965859160506+0.217809200908398i	0.195755659766094+0.216568848690994i	0.151980470207691+0.207987797090321i	0.125739836659216+0.198229736318872i	0.105789108512445+0.198235250999488i
0.228226796074503+0i	0.167609136113755+0.217741751336053i	0.180058484933328+0.221937675345233i	0.208314674462226+0.229746683463914i	0.200747890352123+0.22836847778914i	0.154839163035248+0.218889753613086i	0.127358160256018+0.208287060595553i	0.106433678618388+0.208155406055676i
0.233169020315418+0i	0.170915267874549+0.22925707714435i	0.183964220075603+0.233830621518501i	0.213607053461771+0.242393053591899i	0.205666052483179+0.240861681242653i	0.157521165546171+0.230389637627443i	0.128743776619504+0.218864311514179i	0.106798602206602+0.218572159338862i
0.238225378313702+0i	0.174034172614835+0.241400763137913i	0.187710105182305+0.246387766795374i	0.218805045595255+0.255779358998559i	0.210471850962178+0.254077940851368i	0.159986536524463+0.242507516733213i	0.129856333688079+0.22997476487271i	0.106842750730214+0.229495961212837i
0.24339567164534+0i	0.176922204774026+0.254192971181406i	0.191252716873804+0.259632459705361i	0.223866010873084+0.269936059057379i	0.215122383681542+0.268046021010126i	0.16219125518335+0.25526200187522i	0.130651757488932+0.241629757199288i	0.106521506500859+0.240935095764629i
0.248679697415208+0i	0.179531265597935+0.267652047368142i	0.194544001799556+0.273586458615197i	0.228742284038353+0.284892556540657i	0.219569824391107+0.282793496787602i	0.164087015042669+0.268669760156932i	0.131082112871738+0.25383819035368i	0.105786671614808+0.252895187687911i
0.254077248265042+0i	0.181808597942039+0.281793959987719i	0.197531038263053+0.288269371878664i	0.233380857409671+0.300676646020356i	0.223761126412466+0.298346200349801i	0.165621051506366+0.282744956716002i	0.13109550499471+0.266605971670303i	0.104586422770338+0.265378650433239i
0.259588112381566+0i	0.183696624864311+0.29663165870301i	0.200155838283962+0.303698015630396i	0.237723095679863+0.317313871780476i	0.227637760610691+0.314727579066193i	0.166736016501691+0.297498621945439i	0.130636034840668+0.279935387601467i	0.102865325128456+0.278384074966433i
0.265212073504812+0i	0.185132847866238+0.312174351904227i	0.202355206074292+0.319885685322967i	0.241704498810192+0.334826789240937i	0.23113550372979+0.331957959865406i	0.167369915879414+0.312937941968428i	0.129643824100733+0.293824410645734i	0.100564420197481+0.291905560468341i
0.270948910936606+0i	0.186049823192809+0.328426701397188i	0.204060671615338+0.33684133920297i	0.245254532234038+0.353234125743942i	0.234184296176+0.350053716326659i	0.16745612765498+0.329065472562361i	0.128055126789575+0.308265941816134i	0.0976214044529461+0.305931990926896i
0.276798399549222+0i	0.186375237103995+0.34538793660955i	0.205198520729796+0.354568694885089i	0.248296546743753+0.372549839233419i	0.236708191370276+0.369026337753539i	0.166923521482524+0.345878279807521i	0.125802546777633+0.323246994117626i	0.0939709169205687+0.320446264885133i
0.282760309794226+0i	0.186032103361479+0.363050894165059i	0.205689945565315+0.373065243716178i	0.250747813605014+0.392782077216518i	0.238625421803459+0.388881403240978i	0.165696701666951+0.363367014628875i	0.122815382121956+0.338747826510122i	0.0895449548002675+0.335424489782875i
0.288834407711478+0i	0.184939107843902+0.381400994278631i	0.205451341506645+0.392321193458103i	0.252519703002573+0.41393204281614i	0.239848609321794+0.409617468580519i	0.163696397832651+0.381514933502613i	0.119020117368841+0.354741042803539i	0.0842734371483996+0.350835156965187i
0.295020454938313+0i	0.183011126479888+0.40041517030668i	0.204394777902816+0.412318354372095i	0.253518036439147+0.435992781515088i	0.240285149446176+0.431224879998761i	0.160840027575984+0.400296883229405i	0.114341085938797+0.371190675572437i	0.0780849351385746+0.366638319451306i
0.301318208718901+0i	0.180159942365761+0.42006077583769i	0.202428670256561+0.433028992328887i	0.253643644501554+0.458947908924396i	0.239837800112723+0.453684535991111i	0.157042455410106+0.41967827481368i	0.108701322545894+0.388051281830576i	0.0709075864098732+0.382784800445191i
0.307727421913766+0i	0.176295186407628+0.440294501014337i	0.199458680245147+0.454414679894475i	0.252793161270696+0.482770308907321i	0.2384055048117+0.476966627043945i	0.152216969983271+0.439614078996888i	0.102023623273113+0.405267084259239i	0.0626702070001534+0.399215467466454i
0.314247843009489+0i	0.1713255221142+0.461061338516266i	0.195388866645537+0.47642518548648i	0.250860084239713+0.507420840915939i	0.235884477435603+0.501029392475905i	0.146276497564703+0.460047884225304i	0.0942318259124051+0.422771199192457i	0.0533036090409482+0.415860613646517i
0.320879216128576+0i	0.165160089050796+0.482293648356269i	0.190123104457741+0.498997449882884i	0.24773612372393+0.532847105714359i	0.232169571019931+0.525817943647694i	0.139135063295272+0.480911066070396i	0.0852523160298881+0.440484999730555i	0.0427421246318422+0.43263949403826i
0.327621281039501+0i	0.157710210437552+0.503910378991569i	0.183566780763127+0.522054708324189i	0.243312857738587+0.558982329042427i	0.227155944344301+0.551263212792475i	0.130709502400285+0.502122124815364i	0.0750157544078919+0.458317668676578i	0.0309253260954319+0.449460069981i
0.334473773166916+0i	0.148891358764812+0.525816509133862i	0.17562876439344+0.54550582408461i	0.237483697246469+0.585744432171257i	0.220741029157252+0.57728109565374i	0.120921411695299+0.523586254055111i	0.0634590094425496+0.476166000480007i	0.0177999204594051+0.466219017787657i
0.341436423602038+0i	0.138625356950551+0.547902779961414i	0.166223630121166+0.569244905561845i	0.230146150627701+0.613035366566329i	0.212826784683236+0.603771863802527i	0.109699315672118+0.54519520741945i	0.050527262128905+0.493914513729924i	0.00332178043531778+0.48280205860288i
0.348508959113194+0i	0.126842776535472+0.570045787957491i	0.155274101794947+0.59315128043202i	0.221204359104053+0.64074079365566i	0.203322209089482+0.630619925704147i	0.0969810052452201+0.566827530268043i	0.0361762358376058+0.511435933445803i	-0.0125419411118066+0.49908466269401i
0.355691102156551+0i	0.113485472565414+0.592108506155931i	0.142713656481807+0.617089898927765i	0.210571851741443+0.668730191658813i	0.192146054732658+0.657694015869924i	0.0827159863742978+0.588349219516105i	0.0203744833953192+0.528592096649875i	-0.0298106845094983+0.514933173635577i
0.362982570887002+0i	0.0985091749034088+0.613941292149585i	0.128489210928762+0.64091222981217i	0.198174445835981+0.696857465259042i	0.179229671687819+0.684847884642811i	0.0668679565144913+0.609614864480299i	0.00310564672821151+0.545235322526044i	-0.0484884316311103+0.530206384322338i
0.370383079169233+0i	0.0818860351891291+0.635383425904981i	0.112563789974026+0.664457698075917i	0.183953194217773+0.724962121375293i	0.164519880483984+0.711921548077261i	0.0494172076276702+0.630469305475606i	-0.015629412276398+0.561210270783102i	-0.0685618308573874+0.544757577752082i
0.377892336588942+0i	0.063607011344742+0.656265198134095i	0.0949190577568086+0.687555691597774i	0.167867258799423+0.752871053920636i	0.147981753670171+0.738743136604156i	0.0303628386997677+0.650749824094278i	-0.0358107235557627+0.576356288126318i	-0.0899986101431874+0.558437021081907i
0.385510048464244+0i	0.0436839593639235+0.676410541293996i	0.0755575787106728+0.710028135451373i	0.149896571787576+0.780400952416673i	0.129601169006743+0.765131352985808i	0.00972465034024423+0.670288850307426i	-0.0573976838057722+0.590510213909129i	-0.11274639330786+0.571094872602158i
0.393235915857233+0i	0.0221512975362663+0.695640161454077i	0.0545046689060002+0.731692598350095i	0.130044135124526+0.807361314547351i	0.109386987415598+0.790898515413393i	-0.0124554086207151+0.68891713810617i	-0.0803280137601927+0.60350958363824i	-0.136732030172217+0.582584429719577i
0.401069635585708+0i	-0.000932886666145566+0.713775092472829i	0.0318097015638189+0.752365858012302i	0.108337807512754+0.833558003110093i	0.0873727088169155+0.815854122461128i	-0.0361123656480439+0.706467325592152i	-0.104517306183813+0.615196135429098i	-0.161861537242166+0.592765614288237i
0.409010900235079+0i	-0.0254864006979452+0.730640557196427i	0.00754674505835225+0.771867814018038i	0.0848314387907124+0.858797246304404i	0.0636174705069204+0.839808835956794i	-0.0611580254489685+0.722777760293833i	-0.129859251803899+0.625419492819526i	-0.1880207218215+0.601508562749738i
0.417059398170424+0i	-0.0514032682043495+0.746069987377227i	-0.018185562002585+0.790025601710104i	0.0596052344840705+0.882889940667339i	0.0382062766743772+0.862578739415949i	-0.0874815239165461+0.737696439612278i	-0.156226599227602+0.634040871017094i	-0.21507652934874+0.60869716590638i
0.425214813548722+0i	-0.0785548557146217+0.759909028564488i	-0.0452649568000915+0.806677732839173i	0.0327652686850462+0.905656082451825i	0.0112493835224432+0.883989697681397i	-0.114950673117733+0.751084893422536i	-0.183472865251546+0.640936636117754i	-0.242879113272979+0.614232389956406i
0.433476826331245+0i	-0.106791807170933+0.772019341881502i	-0.0735473316804085+0.821678071690828i	0.00444210911857438+0.926929130001583i	-0.0171191897375182+0.903881621851378i	-0.143414089634956+0.762821824302943i	-0.211434766696285+0.646001541004329i	-0.271264581972474+0.618035209234603i
0.44184511229612+0i	-0.135946738558382+0.782282014022134i	-0.102869308149749+0.834899452249613i	-0.025211429101739+0.946560090152039i	-0.0467440015207947+0.922112435767625i	-0.172704049400228+0.772806323036914i	-0.239935297900962+0.649151469377294i	-0.300058332085971+0.620048993355515i
0.450319343051049+0i	-0.165837595113058+0.790600401236869i	-0.13305151534904+0.846236754074253i	-0.0560233295821563+0.964421128030911i	-0.0774513036108081+0.938561548250109i	-0.202639964160994+0.780960493910371i	-0.268787333826324+0.650325541103417i	-0.329078836645527+0.620241217102831i
0.458899186046199+0i	-0.196271529120988+0.796902262075022i	-0.163902436134392+0.855609281769014i	-0.0878060972517316+0.980408522245841i	-0.109052804931443+0.953132659144394i	-0.233032332738362+0.787231355189808i	-0.297797601911518+0.649487466539625i	-0.358141723918836+0.618604398765913i
0.46758430458725+0i	-0.227049121804657+0.80114107495717i	-0.195222646643134+0.862962333189163i	-0.120360990449642+0.994444824784882i	-0.141349914339801+0.965755765407331i	-0.263686988697884+0.791591922557348i	-0.326770840364635+0.646626081832818i	-0.387063962467796+0.61515621849312i
0.476374357848607+0i	-0.257968751808145+0.803296486476387i	-0.226809251310788+0.868267891138258i	-0.153482564576557+1.00648013366422i	-0.174138264398524+0.976388282452761i	-0.294409448247166+0.794041433275553i	-0.355513949163663+0.641755047271723i	-0.415667961858405+0.609938818290289i
0.48526900088678+0i	-0.288830907389171+0.803373889805535i	-0.258460307053452+0.871524427552291i	-0.18696331419555+1.01649244178049i	-0.207212304792388+0.98501525117253i	-0.325009159816172+0.794604721674826i	-0.383839943810395+0.634911741736499i	-0.443785407279023+0.603017334595476i
0.494267884653912+0i	-0.319442249531069+0.80140318453952i	-0.289979038014425+0.872755861931155i	-0.220598202175854+1.02448708125179i	-0.240369757269026+0.9916486557831i	-0.355303469915912+0.793330806332976i	-0.411571539951785+0.62615543290416i	-0.47126066898082+0.594477758745263i
0.503370656011485+0i	-0.349619258041566+0.797436814795372i	-0.321177665053697+0.872009765130464i	-0.254188881842057+1.03049533664614i	-0.273415743199545+0.996325931390662i	-0.385121145872903+0.790290794240379i	-0.438544227601875+0.615564842214749i	-0.497953660750744+0.584424254050611i
0.512576957744173+0i	-0.379191327143617+0.791547217721064i	-0.351880707724156+0.869354934542958i	-0.287547449311682+1.03457234094968i	-0.306166426204212+0.999107777763092i	-0.414305333336154+0.785575237310528i	-0.464608731939983+0.603235249584065i	-0.523742062788629+0.572976082734934i
0.52188642857386+0i	-0.408003219822919+0.783823837222364i	-0.381927658549046+0.864878494638233i	-0.320499603109221+1.03679440226174i	-0.338452053347304+1.00007542960294i	-0.442715868267572+0.779291098968391i	-0.489632801189158+0.589275298299004i	-0.54852286757454+0.560264303722983i
0.531298703173819+0i	-0.435916834064475+0.774369867003756i	-0.411174973802745+0.858682686999843i	-0.352887133400422+1.03725592523594i	-0.37011932319236+0.999327547307279i	-0.470230907618278+0.771558493768417i	-0.513502304738665+0.573803661253589i	-0.572213249808843+0.546428400236341i
0.540813412183051+0i	-0.462812276668437+0.763298883711421i	-0.439497368465811+0.850881513307209i	-0.384569708457615+1.03606609584344i	-0.401033053942642+0.99697689557536i	-0.496747884296837+0.762507357814626i	-0.53612166388189+0.556945719817542i	-0.594750798819198+0.531612981888349i
0.550430182220772+0i	-0.488588277594594+0.750731517075341i	-0.466788441703945+0.841597382364409i	-0.415425967750161+1.03334548983485i	-0.431077165859963+0.993146967828812i	-0.522183827956642+0.752274191855601i	-0.557413670043071+0.538830387427774i	-0.616093181833424+0.51596468377084i
0.560148635901074+0i	-0.513162006384101+0.736792281819148i	-0.492960689663602+0.830957891512426i	-0.445353965484128+1.02922274780017i	-0.460155025722534+0.987968696176977i	-0.546475120496069+0.740998996267739i	-0.577318768698603+0.519587184970446i	-0.636217327321509+0.499629358315448i
0.569968391847728+0i	-0.536468375549677+0.72160667060253i	-0.517944987156352+0.819092847122628i	-0.47427103693954+1.02383143482419i	-0.48818922821028+0.98157736106486i	-0.569576775826859+0.728822488726837i	-0.595793904076598+0.499343646321877i	-0.655118230556719+0.482749624744917i
0.579889064709155+0i	-0.558458923500753+0.705298577280558i	-0.541689629817953+0.806131600057092i	-0.502113174659966+1.01730717592434i	-0.515120903292797+0.974109788071306i	-0.591461341205725+0.715883668552275i	-0.612811023053587+0.478223104807694i	-0.672807485678933+0.465462814712318i
0.589910265173543+0i	-0.57910037724353+0.687988093835179i	-0.564159037037251+0.792200744653827i	-0.528834013394843+1.00978512916249i	-0.540908649091678+0.96570188982425i	-0.612117522242051+0.702317762663253i	-0.628355338474384+0.456342884311952i	-0.689311646502312+0.447899324306527i
0.600031599984131+0i	-0.598372989730647+0.669789698567795i	-0.585332212232606+0.777422203949693i	-0.554403522447844+1.0013978320278i	-0.565527188934791+0.956486585167139i	-0.631548628199831+0.688254564575425i	-0.642423443430581+0.433812896537699i	-0.704670508622749+0.430181362008047i
0.610252671954635+0i	-0.616268739255833+0.650810832598797i	-0.605201050532168+0.761911702233712i	-0.578806499951673+0.992273432989426i	-0.588965846483781+0.946592104387927i	-0.649770925791882+0.673817157273866i	-0.655021357432874+0.4107346277465i	-0.718935393226507+0.412422064590234i
0.620573079984839+0i	-0.632789466539399+0.631150845429564i	-0.623768572955064+0.745777608749107i	-0.602040954450856+0.982534300774345i	-0.611226923271229+0.936140670485267i	-0.66681197767244+0.659120995142285i	-0.666162571740445+0.387200485162977i	-0.732167498643531+0.39472494074627i
0.630992419076332+0i	-0.647945011660684+0.610900278780642i	-0.641047153217854+0.729120123765023i	-0.624116447384465+0.972295989135842i	-0.632324050950943+0.925247532168203i	-0.682709028374105+0.644273309060709i	-0.675866146573549+0.363293464798721i	-0.744436370920348+0.377183594503001i
0.641510280348405+0i	-0.661751398953378+0.590140450766199i	-0.657056789548498+0.712030770030375i	-0.645052456962495+0.961666524533043i	-0.652280577379234+0.914020314419279i	-0.697507486747831+0.629372791904375i	-0.684154898614786+0.339087098243425i	-0.755818530545719+0.359881676660007i
0.652126251054094+0i	-0.674229104432453+0.568943299144811i	-0.671823460477068+0.694592148298612i	-0.664876810718249+0.950745977829443i	-0.671128032482957+0.90255864655664i	-0.7112595409866+0.61450951838736i	-0.691053703990255+0.314645635299991i	-0.766396279724174+0.342893011783432i
0.662839914596374+0i	-0.685401427946101+0.547371442195405i	-0.685377591213523+0.676877914469867i	-0.683624221544376+0.939626278184265i	-0.68890470754746+0.890954025131734i	-0.724022930727772+0.599765052717339i	-0.696587930335569+0.290024421444264i	-0.776256703676309+0.326281849823664i
0.673650850544515+0i	-0.695292981481552+0.525478418025542i	-0.69775264639322+0.658952937235639i	-0.701334950872558+0.928391227100951i	-0.705654370625259+0.879289869016125i	-0.735859890862296+0.585212699099001i	-0.700782001899118+0.265270433264764i	-0.785490870518305+0.310103194427088i
0.684558634650575+0i	-0.703928296074844+0.503309067134698i	-0.70898385588323+0.640873598225926i	-0.718053613138566+0.917116672358662i	-0.721425131511122+0.867641725917722i	-0.746836273697576+0.570917853019698i	-0.703658093976117+0.24042294061758i	-0.794193227289472+0.2944031637508i
0.695562838866049+0i	-0.711330542610413+0.480900028261468i	-0.719107073055081+0.622688200961224i	-0.733828127910399+0.90587080465035i	-0.736268462257978+0.856077592686873i	-0.757020849964063+0.556938414854354i	-0.705234947248035+0.21551427069271i	-0.802461184466393+0.279219343482996i
0.706663031358669+0i	-0.71752035632908+0.45828032351533i	-0.728157759328379+0.604437459907996i	-0.748708819988462+0.894714543649014i	-0.750238373436432+0.844658315577629i	-0.766484784661916+0.543325231082478i	-0.705526788661559+0.19057065616531i	-0.810394877513383+0.264581095345768i
